2024-08-14 22:17:52,935 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22239627f0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:17:54,947 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238ee250>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:17:56,955 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238eec40>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:17:58,961 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238f8670>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:00,975 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238eec40>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:02,981 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238ee1c0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:04,978 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223962d90>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:06,985 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238f8df0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:08,991 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22239030a0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:11,002 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223903a90>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:13,011 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22239444c0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:15,016 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238f8f10>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:17,046 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238f8970>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:19,054 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238ee4c0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:21,061 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223903130>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:23,067 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238ee970>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:25,077 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238ee2e0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:27,105 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238f8d00>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:29,112 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238f82b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:31,120 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223903490>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:33,129 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223962fd0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:35,132 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238f8220>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:37,139 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223944970>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:39,144 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223903af0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:41,149 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f2223903f70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:43,153 - root - ERROR - Error occurred while sending log: HTTPConnectionPool(host='logstash', port=5044): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f22238ee5e0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-08-14 22:18:45,383 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 500, 'message': 'GET request with status 500'}
2024-08-14 22:18:47,417 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 200, 'message': 'GET request with status 200'}
2024-08-14 22:18:49,444 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 400, 'message': 'PUT request with status 400'}
2024-08-14 22:18:51,472 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 404, 'message': 'PUT request with status 404'}
2024-08-14 22:18:53,496 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 200, 'message': 'GET request with status 200'}
2024-08-14 22:18:55,520 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 500, 'message': 'POST request with status 500'}
2024-08-14 22:18:57,541 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 500, 'message': 'PUT request with status 500'}
2024-08-14 22:18:59,563 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 200, 'message': 'GET request with status 200'}
2024-08-14 22:19:01,578 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 200, 'message': 'PUT request with status 200'}
2024-08-14 22:19:03,592 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 500, 'message': 'DELETE request with status 500'}
2024-08-14 22:19:05,606 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 404, 'message': 'POST request with status 404'}
2024-08-14 22:19:07,622 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 404, 'message': 'PUT request with status 404'}
2024-08-14 22:19:09,635 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 200, 'message': 'DELETE request with status 200'}
2024-08-14 22:19:11,648 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 201, 'message': 'POST request with status 201'}
2024-08-14 22:19:13,672 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 400, 'message': 'DELETE request with status 400'}
2024-08-14 22:19:15,690 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 200, 'message': 'PUT request with status 200'}
2024-08-14 22:19:17,704 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 400, 'message': 'POST request with status 400'}
2024-08-14 22:19:19,718 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 404, 'message': 'DELETE request with status 404'}
2024-08-14 22:19:21,731 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 200, 'message': 'POST request with status 200'}
2024-08-14 22:19:23,746 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 404, 'message': 'GET request with status 404'}
2024-08-14 22:19:25,763 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 200, 'message': 'POST request with status 200'}
2024-08-14 22:19:27,778 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 201, 'message': 'PUT request with status 201'}
2024-08-14 22:19:29,791 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 200, 'message': 'POST request with status 200'}
2024-08-14 22:19:31,805 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 200, 'message': 'PUT request with status 200'}
2024-08-14 22:19:33,820 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 404, 'message': 'PUT request with status 404'}
2024-08-14 22:19:35,829 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 200, 'message': 'DELETE request with status 200'}
2024-08-14 22:19:37,843 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 500, 'message': 'PUT request with status 500'}
2024-08-14 22:19:39,859 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 200, 'message': 'GET request with status 200'}
2024-08-14 22:19:41,874 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 201, 'message': 'DELETE request with status 201'}
2024-08-14 22:19:43,885 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 404, 'message': 'GET request with status 404'}
2024-08-14 22:19:45,908 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 201, 'message': 'POST request with status 201'}
2024-08-14 22:19:47,919 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 201, 'message': 'POST request with status 201'}
2024-08-14 22:19:49,932 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 200, 'message': 'POST request with status 200'}
2024-08-14 22:19:51,943 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 404, 'message': 'DELETE request with status 404'}
2024-08-14 22:19:53,956 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 500, 'message': 'POST request with status 500'}
2024-08-14 22:19:55,968 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 200, 'message': 'DELETE request with status 200'}
2024-08-14 22:19:57,981 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 500, 'message': 'POST request with status 500'}
2024-08-14 22:19:59,993 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 201, 'message': 'GET request with status 201'}
2024-08-14 22:20:02,007 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 500, 'message': 'GET request with status 500'}
2024-08-14 22:20:04,019 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 200, 'message': 'POST request with status 200'}
2024-08-14 22:20:06,029 - root - INFO - Sent log entry: {'method': 'GET', 'status_code': 201, 'message': 'GET request with status 201'}
2024-08-14 22:20:08,042 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 200, 'message': 'POST request with status 200'}
2024-08-14 22:20:10,054 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 404, 'message': 'DELETE request with status 404'}
2024-08-14 22:20:12,069 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 404, 'message': 'POST request with status 404'}
2024-08-14 22:20:14,081 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 500, 'message': 'POST request with status 500'}
2024-08-14 22:20:16,093 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 400, 'message': 'PUT request with status 400'}
2024-08-14 22:20:18,107 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 500, 'message': 'PUT request with status 500'}
2024-08-14 22:20:20,118 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 201, 'message': 'DELETE request with status 201'}
2024-08-14 22:20:22,128 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 201, 'message': 'DELETE request with status 201'}
2024-08-14 22:20:24,140 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 400, 'message': 'DELETE request with status 400'}
2024-08-14 22:20:26,152 - root - INFO - Sent log entry: {'method': 'POST', 'status_code': 400, 'message': 'POST request with status 400'}
2024-08-14 22:20:28,164 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 201, 'message': 'PUT request with status 201'}
2024-08-14 22:20:30,175 - root - INFO - Sent log entry: {'method': 'PUT', 'status_code': 500, 'message': 'PUT request with status 500'}
2024-08-14 22:20:32,187 - root - INFO - Sent log entry: {'method': 'DELETE', 'status_code': 200, 'message': 'DELETE request with status 200'}
